primaryKey	maxtopic100selected_id	maxtopic20selected_id	lda020selected_topicWeights_ 1	lda020selected_topicWeights_ 2	lda020selected_topicWeights_ 3	lda020selected_topicWeights_ 4	lda020selected_topicWeights_ 5	lda020selected_topicWeights_ 6	lda020selected_topicWeights_ 7	lda020selected_topicWeights_ 8	lda020selected_topicWeights_ 9	lda020selected_topicWeights_10	lda020selected_topicWeights_11	lda020selected_topicWeights_12	lda020selected_topicWeights_13	lda020selected_topicWeights_14	lda020selected_topicWeights_15	lda020selected_topicWeights_16	lda100selected_topicWeights_ 1	lda100selected_topicWeights_ 2	lda100selected_topicWeights_ 3	lda100selected_topicWeights_ 4	lda100selected_topicWeights_ 5	lda100selected_topicWeights_ 6	lda100selected_topicWeights_ 7	lda100selected_topicWeights_ 8	lda100selected_topicWeights_ 9	lda100selected_topicWeights_10	lda100selected_topicWeights_11	lda100selected_topicWeights_12	lda100selected_topicWeights_13	lda100selected_topicWeights_14	lda100selected_topicWeights_15	lda100selected_topicWeights_16	lda100selected_topicWeights_17	lda100selected_topicWeights_18	lda100selected_topicWeights_19	lda100selected_topicWeights_20	lda100selected_topicWeights_21	lda100selected_topicWeights_22	lda100selected_topicWeights_23	lda100selected_topicWeights_24	lda100selected_topicWeights_25	lda100selected_topicWeights_26	lda100selected_topicWeights_27	lda100selected_topicWeights_28	lda100selected_topicWeights_29	lda100selected_topicWeights_30	lda100selected_topicWeights_31	lda100selected_topicWeights_32	lda100selected_topicWeights_33	lda100selected_topicWeights_34	lda100selected_topicWeights_35	lda100selected_topicWeights_36	lda100selected_topicWeights_37	lda100selected_topicWeights_38	lda100selected_topicWeights_39	lda100selected_topicWeights_40	lda100selected_topicWeights_41	lda100selected_topicWeights_42	lda100selected_topicWeights_43	lda100selected_topicWeights_44	lda100selected_topicWeights_45	lda100selected_topicWeights_46	lda100selected_topicWeights_47	lda100selected_topicWeights_48	lda100selected_topicWeights_49	lda100selected_topicWeights_50	lda100selected_topicWeights_51	lda100selected_topicWeights_52	lda100selected_topicWeights_53	lda100selected_topicWeights_54	lda100selected_topicWeights_55	lda100selected_topicWeights_56	lda100selected_topicWeights_57	lda100selected_topicWeights_58	lda100selected_topicWeights_59	lda100selected_topicWeights_60	lda100selected_topicWeights_61	lda100selected_topicWeights_62	lda100selected_topicWeights_63	lda100selected_topicWeights_64	lda100selected_topicWeights_65	lda100selected_topicWeights_66	lda100selected_topicWeights_67	lda100selected_topicWeights_68	lda100selected_topicWeights_69	lda100selected_topicWeights_70	lda100selected_topicWeights_71	lda100selected_topicWeights_72	lda100selected_topicWeights_73	lda100selected_topicWeights_74	lda100selected_topicWeights_75	lda100selected_topicWeights_76	lda100selected_topicWeights_77	lda100selected_topicWeights_78	lda100selected_topicWeights_79	lda100selected_topicWeights_80	lda100selected_topicWeights_81	lda100selected_topicWeights_82	lda100selected_topicWeights_83	lda100selected_topicWeights_84	lda100selected_topicWeights_85	lda100selected_topicWeights_86	lda100selected_topicWeights_87	product_oid	project_oids	AU	TI	PY	SO_clean	DT	DI	WC	NR	NumberAddresses_FromC1	NumberAuthors_FromAU	Total_Citations	CitationsIn1996	CitationsIn1997	CitationsIn1998	CitationsIn1999	CitationsIn2000	CitationsIn2001	CitationsIn2002	CitationsIn2003	CitationsIn2004	CitationsIn2005	CitationsIn2006	CitationsIn2007	CitationsIn2008	CitationsIn2009	CitationsIn2010	CitationsIn2011	CitationsIn2012	CitationsIn2013	CitationsIn2014	Project_ID	Project_Pis	Title_for_TM	summary_for_TM	first_actv_start_date_year	last_actv_end_date_year
2048:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529	61	2	0	0.741935484	0.064516129	0	0.032258065	0.032258065	0	0.064516129	0.032258065	0	0	0	0.032258065	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0.033333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.066666667	0	0	0	0	0	0	0.433333333	0.033333333	0	0	0	0	0.033333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23990	;11103;	" Justus, J; Colyvan, M; Regan, H; Maguire, L "	Buying into conservation: intrinsic versus instrumental value	2009	TRENDS IN ECOLOGY & EVOLUTION	Review	10.1016/j.tree.2008.11.011	Ecology; Evolutionary Biology; Genetics & Heredity	28	5	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	2	0	10	0					NaN	NaN
204:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529	2	2	0.044776119	0.455223881	0.029850746	0.044776119	0.02238806	0.149253731	0.037313433	0.007462687	0.052238806	0.059701493	0	0	0.029850746	0.007462687	0.052238806	0.007462687	0	0.25	0.071428571	0	0.042857143	0	0.014285714	0.021428571	0.007142857	0.071428571	0	0	0.007142857	0.007142857	0	0	0	0	0	0	0	0	0.021428571	0	0.014285714	0.007142857	0.014285714	0	0.035714286	0	0.014285714	0	0	0	0	0	0	0	0.007142857	0	0	0.014285714	0.007142857	0.042857143	0	0	0.028571429	0	0	0	0.007142857	0	0	0	0.007142857	0	0.028571429	0.014285714	0.007142857	0	0	0	0	0	0	0	0.007142857	0.071428571	0.014285714	0.028571429	0	0.007142857	0.028571429	0	0	0.021428571	0.007142857	0.035714286	0.007142857	0.007142857	0	0	0	0	0	0	0	22612	;5920;	" Pyke, CR; Fischer, DT "	Selection of bioclimatically representative biological reserve systems under climate change	2005	BIOLOGICAL CONSERVATION	Article	10.1016/j.biocon.2004.05.019	Biodiversity Conservation; Ecology; Environmental Sciences	64	2	2	33	0	0	0	0	0	0	0	0	0	2	0	7	4	6	3	7	4	0	0					NaN	NaN
205:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529	68	2	0.038961039	0.454545455	0	0.012987013	0.038961039	0.012987013	0.012987013	0.12987013	0	0.025974026	0.090909091	0.012987013	0.077922078	0.012987013	0.012987013	0.064935065	0	0.086021505	0	0	0.043010753	0	0	0.043010753	0	0	0	0	0	0.021505376	0.053763441	0	0.021505376	0.010752688	0	0	0.053763441	0.043010753	0.021505376	0	0.021505376	0	0	0	0.010752688	0.032258065	0	0	0	0	0	0	0	0.043010753	0	0	0	0	0	0	0	0.021505376	0	0	0	0.021505376	0	0	0	0	0.021505376	0	0.010752688	0	0.021505376	0.010752688	0.075268817	0	0.010752688	0	0	0	0.021505376	0.247311828	0	0	0	0	0.021505376	0	0	0	0	0	0	0	0	0.010752688	0	0	0	0	0	23987	;11103;	" Colyvan, M; Justus, J; Regan, HM "	The conservation game	2011	BIOLOGICAL CONSERVATION	Article	10.1016/j.biocon.2010.10.028	Biodiversity Conservation; Ecology; Environmental Sciences	61	4	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	0					NaN	NaN
2065:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529	30	2	0	0.425531915	0.021276596	0.042553191	0.085106383	0.063829787	0	0.063829787	0.021276596	0.063829787	0.042553191	0.106382979	0.021276596	0.021276596	0.021276596	0	0	0.074074074	0	0	0	0	0	0.018518519	0	0	0	0	0	0	0.074074074	0	0	0.074074074	0	0	0.037037037	0.018518519	0.092592593	0.018518519	0.018518519	0	0	0	0	0.12962963	0	0	0	0	0	0.018518519	0	0	0.074074074	0	0.037037037	0	0.018518519	0	0	0	0	0	0	0.092592593	0	0	0	0	0.037037037	0	0	0	0	0	0	0	0	0.018518519	0	0	0	0	0.018518519	0	0	0	0	0.018518519	0	0	0	0.018518519	0.018518519	0	0.018518519	0.055555556	0	0	0	0	0	21847	;4080;	" Rodrigues, ASL; Pilgrim, JD; Lamoreux, JF; Hoffmann, M; Brooks, TM "	The value of the IUCN Red List for conservation	2006	TRENDS IN ECOLOGY & EVOLUTION	Editorial Material	10.1016/j.tree.2005.10.010	Ecology; Evolutionary Biology; Genetics & Heredity	51	2	5	170	0	0	0	0	0	0	0	0	0	0	5	14	19	16	21	31	27	34	3					NaN	NaN
2068:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529	35	2	0.225	0.45	0.075	0.025	0	0.025	0.025	0	0.025	0	0.05	0.05	0.025	0	0.025	0	0	0.12	0.02	0	0	0	0	0	0	0.04	0	0	0.06	0	0.02	0	0	0.02	0	0	0.04	0.08	0.12	0	0	0	0	0	0	0.12	0	0.02	0	0	0.14	0	0	0.02	0.02	0.02	0.02	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0.02	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12460	;2290;	" Possingham, HP; Andelman, SJ; Burgman, MA; Medellin, RA; Master, LL; Keith, DA "	Limits to the use of threatened species lists	2002	TRENDS IN ECOLOGY & EVOLUTION	Editorial Material	10.1016/S0169-5347(02)02614-9	Ecology; Evolutionary Biology; Genetics & Heredity	41	6	6	160	0	0	0	0	0	0	0	5	18	17	11	14	12	15	17	19	13	17	2					NaN	NaN
2074:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529	1	2	0.142857143	0.171428571	0.028571429	0.057142857	0	0.028571429	0.114285714	0.057142857	0	0.028571429	0.142857143	0.057142857	0.028571429	0.114285714	0.028571429	0	0.530120482	0	0	0.012048193	0.024096386	0	0	0	0	0	0	0	0	0	0.024096386	0	0	0	0	0	0	0.012048193	0	0	0.012048193	0	0	0.036144578	0.012048193	0	0	0	0	0	0	0	0	0.036144578	0	0	0.012048193	0.024096386	0.012048193	0	0.012048193	0	0	0	0	0	0.012048193	0.024096386	0	0	0	0	0.024096386	0	0	0	0.024096386	0	0	0	0	0	0	0.060240964	0	0.036144578	0	0	0.012048193	0	0	0	0	0	0	0	0	0	0	0.012048193	0	0.024096386	0.012048193	22936	;6680;	" Bowers, S; Ludascher, B "	Towards automatic generation of semantic types in scientific workflows	2005	" WEB INFORMATION SYSTEMS ENGINEERING - WISE 2005 WORKSHOPS, PROCEEDINGS "	Article; Proceedings Paper		" Computer Science, Theory & Methods "	15	2	2	5	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0					NaN	NaN
207:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529	2	2	0.104166667	0.583333333	0.020833333	0.020833333	0.03125	0.020833333	0.020833333	0.03125	0.041666667	0.020833333	0.03125	0.0625	0	0	0.010416667	0	0	0.438095238	0	0.00952381	0	0	0	0	0	0	0.00952381	0	0.00952381	0.047619048	0.019047619	0	0.028571429	0	0	0.028571429	0	0.019047619	0.019047619	0	0.019047619	0	0.028571429	0.00952381	0	0	0	0	0.028571429	0.00952381	0.00952381	0	0	0	0	0.019047619	0.00952381	0.028571429	0.00952381	0.00952381	0	0	0	0	0	0	0	0.00952381	0.00952381	0.00952381	0.00952381	0	0	0	0.00952381	0	0	0	0	0	0.00952381	0.00952381	0	0.00952381	0.00952381	0.00952381	0	0	0	0	0	0.038095238	0.00952381	0	0	0	0	0	0	0.028571429	0.019047619	0	0	20986	;2150;	" Williams, P; Faith, D; Manne, L; Sechrest, W; Preston, C "	Complementarity analysis: Mapping the performance of surrogates for biodiversity	2006	BIOLOGICAL CONSERVATION	Article	10.1016/j.biocon.2005.09.047	Biodiversity Conservation; Ecology; Environmental Sciences	61	5	5	37	0	0	0	0	0	0	0	0	0	0	1	4	7	7	7	2	5	3	1					NaN	NaN
208:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529	68	2	0.038167939	0.419847328	0.015267176	0.06870229	0.022900763	0.022900763	0.06870229	0.145038168	0.015267176	0.030534351	0	0.015267176	0.007633588	0.053435115	0.076335878	0	0.007194245	0.215827338	0	0.035971223	0.043165468	0	0.014388489	0	0.021582734	0	0	0	0	0	0	0	0	0	0.007194245	0	0	0	0	0	0	0	0	0	0	0.050359712	0.014388489	0	0	0	0.007194245	0	0	0	0	0	0	0	0	0.107913669	0	0	0	0.028776978	0.007194245	0	0.014388489	0	0	0	0.007194245	0.007194245	0	0.014388489	0	0	0	0	0	0.021582734	0	0.050359712	0	0.223021583	0	0.043165468	0	0	0	0.021582734	0	0	0.007194245	0	0	0	0	0	0	0.007194245	0	0.014388489	0.007194245	14602	;2304;	" Haight, RG; Cypher, B; Kelly, PA; Phillips, S; Ralls, K; Possingham, HP "	Optimizing reserve expansion for disjunct populations of San Joaquin kit fox	2004	BIOLOGICAL CONSERVATION	Article	10.1016/S0006-3207(03)00263-5	Biodiversity Conservation; Ecology; Environmental Sciences	39	5	6	23	0	0	0	0	0	0	0	0	0	4	3	7	3	2	1	2	0	1	0					NaN	NaN
211:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529	2	2	0.05	0.65	0.07	0.05	0.03	0	0	0.01	0	0.02	0.02	0	0.01	0.05	0.03	0.01	0	0.294642857	0	0	0	0	0	0	0	0.017857143	0	0	0	0	0.071428571	0	0	0	0	0	0.044642857	0.008928571	0.008928571	0	0	0	0	0	0	0	0.008928571	0	0	0	0.008928571	0	0	0	0	0	0	0	0.017857143	0.026785714	0	0.107142857	0.008928571	0	0	0.035714286	0	0.008928571	0	0	0	0	0	0.008928571	0	0	0	0	0	0	0	0.178571429	0.026785714	0.026785714	0	0	0	0	0.008928571	0.017857143	0	0.017857143	0.035714286	0	0	0	0.008928571	0	0	0	0	0	0	23432	;9982;	" Murdoch, W; Polasky, S; Wilson, KA; Possingham, HP; Kareiva, P; Shaw, R "	Maximizing return on investment in conservation	2007	BIOLOGICAL CONSERVATION	Article	10.1016/j.biocon.2007.07.011	Biodiversity Conservation; Ecology; Environmental Sciences	40	5	6	110	0	0	0	0	0	0	0	0	0	0	0	1	7	20	24	16	20	19	3					NaN	NaN
216:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529	30	2	0.04	0.39	0.05	0.02	0.03	0.07	0.02	0.03	0.08	0	0.03	0.14	0.01	0.05	0.02	0.02	0	0	0.008928571	0	0	0	0	0.008928571	0	0.053571429	0.008928571	0	0.026785714	0.008928571	0	0	0	0.008928571	0	0	0.008928571	0.026785714	0.089285714	0.008928571	0.017857143	0.008928571	0.017857143	0	0.008928571	0.267857143	0	0	0	0	0.008928571	0.017857143	0	0.008928571	0.044642857	0	0	0	0	0	0	0	0	0	0.035714286	0	0.008928571	0.026785714	0	0	0.098214286	0	0.017857143	0.008928571	0	0	0	0.008928571	0	0.035714286	0	0.008928571	0	0	0.008928571	0	0.008928571	0	0	0.008928571	0.008928571	0.017857143	0.008928571	0	0.008928571	0	0.008928571	0	0.008928571	0	0	0	0	15741	;2290;	" Keith, DA; Burgman, MA "	The Lazarus effect: can the dynamics of extinct species lists tell us anything about the status of biodiversity?	2004	BIOLOGICAL CONSERVATION	Article	10.1016/S0006-3207(03)00261-1	Biodiversity Conservation; Ecology; Environmental Sciences	31	2	2	19	0	0	0	0	0	0	0	0	1	1	4	1	3	0	2	3	1	3	0					NaN	NaN
219:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529	2	2	0.031578947	0.273684211	0	0.210526316	0.094736842	0.010526316	0.147368421	0.031578947	0	0.021052632	0.105263158	0	0.031578947	0.021052632	0.021052632	0	0	0.160714286	0	0	0.026785714	0	0	0.008928571	0	0.026785714	0.008928571	0.098214286	0.008928571	0	0.026785714	0	0.026785714	0.008928571	0.008928571	0.053571429	0.026785714	0	0	0	0	0.008928571	0	0.026785714	0.044642857	0	0	0.071428571	0.017857143	0	0	0	0.008928571	0.017857143	0.008928571	0.008928571	0.026785714	0	0.017857143	0.071428571	0	0	0	0	0	0	0	0	0	0	0	0	0.008928571	0.026785714	0	0	0	0.0625	0.008928571	0.026785714	0	0	0	0.017857143	0.008928571	0	0	0	0	0	0	0.008928571	0	0	0	0	0	0	0	0	0	0	0.008928571	22207	;5020;	" Baskett, ML; Micheli, F; Levin, SA "	Designing marine reserves for interacting species: Insights from theory	2007	BIOLOGICAL CONSERVATION	Review	10.1016/j.biocon.2007.02.013	Biodiversity Conservation; Ecology; Environmental Sciences	103	2	3	43	0	0	0	0	0	0	0	0	0	0	0	2	5	10	9	9	5	3	0					NaN	NaN
220:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529	22	2	0	0.402439024	0.073170732	0	0.012195122	0	0.06097561	0.024390244	0.036585366	0.012195122	0	0.109756098	0	0.182926829	0.048780488	0.036585366	0	0.16	0	0	0	0	0	0	0.01	0	0.07	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0.01	0	0.01	0	0	0	0	0	0	0.14	0	0	0	0.04	0.11	0	0.03	0	0	0	0	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0.01	0	0	0	0.05	0	0	0.02	0	0	0	0	0.01	0.02	0.02	0.01	0.01	0.01	0	0	0	0	0.01	0	22644	;2128;	" Sanchez-Azofeifa, GA; Daily, GC; Pfaff, ASP; Busch, C "	Integrity and isolation of Costa Ricas national parks and biological reserves: examining the dynamics of land cover change	2003	BIOLOGICAL CONSERVATION	Article		Biodiversity Conservation; Ecology; Environmental Sciences	32	5	4	78	0	0	0	0	0	0	0	0	7	3	10	9	11	11	10	4	8	5	0					NaN	NaN
222:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529	5	2	0.24822695	0.333333333	0.014184397	0	0.007092199	0.035460993	0.028368794	0.085106383	0.042553191	0	0.007092199	0.04964539	0	0.106382979	0.028368794	0.014184397	0	0	0	0.082802548	0.203821656	0	0.006369427	0.006369427	0	0.006369427	0.006369427	0	0	0.006369427	0.01910828	0.006369427	0.006369427	0	0	0	0	0	0.108280255	0	0	0	0	0	0	0.152866242	0	0.050955414	0	0	0.012738854	0	0.012738854	0	0.006369427	0	0	0.063694268	0	0.006369427	0.006369427	0	0	0.006369427	0	0.006369427	0	0.025477707	0	0	0.101910828	0	0.006369427	0.006369427	0	0.006369427	0	0	0.006369427	0	0	0	0	0	0	0	0	0	0.012738854	0	0	0.01910828	0	0	0	0	0	0.012738854	0.006369427	0.006369427	0	0.006369427	0	9200	;2102;	" Gerber, LR; VanBlaricom, GR "	 Implications of three viability models for the conservation status of the western population of Steller sea lions (Eumetopias jubatus) 	2001	BIOLOGICAL CONSERVATION	Article	10.1016/S0006-3207(01)00104-5	Biodiversity Conservation; Ecology; Environmental Sciences	34	1	2	15	0	0	0	0	0	0	0	2	0	1	5	1	4	0	2	0	0	0	0					NaN	NaN
243:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529	30	2	0	0.478723404	0.138297872	0.053191489	0	0.074468085	0.031914894	0.021276596	0.010638298	0	0.021276596	0.031914894	0.074468085	0.021276596	0.042553191	0	0	0	0.007692308	0	0	0.015384615	0	0	0	0	0	0.061538462	0	0	0.007692308	0.007692308	0	0.007692308	0	0	0	0.223076923	0.007692308	0	0	0.023076923	0	0.007692308	0.007692308	0.330769231	0	0	0	0.023076923	0	0	0	0.007692308	0.007692308	0	0.030769231	0	0	0	0	0.053846154	0.015384615	0	0.015384615	0.015384615	0	0	0	0	0.007692308	0	0.007692308	0	0	0.007692308	0.007692308	0	0	0	0	0.007692308	0	0	0	0	0.007692308	0	0.015384615	0	0	0.015384615	0	0	0	0.023076923	0	0	0	0.007692308	0.007692308	0.007692308	0	3608	;2008;	" Wagner, FH "	Whatever happened to the National Biological Survey?	1999	BIOSCIENCE	Editorial Material	10.2307/1313512	Biology	12	1	1	8	0	0	0	0	0	1	1	0	1	1	0	0	2	0	0	1	1	0	0					NaN	NaN
246:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529	61	2	0.011876485	0.636579572	0.263657957	0.002375297	0.007125891	0	0.002375297	0	0.004750594	0	0.009501188	0.028503563	0.009501188	0.009501188	0	0.014251781	0.005736138	0.084130019	0	0	0	0.007648184	0	0.003824092	0	0.030592734	0.024856597	0	0	0	0.009560229	0	0.001912046	0	0.001912046	0.001912046	0.005736138	0.007648184	0.007648184	0	0.001912046	0	0	0.003824092	0.003824092	0.093690249	0	0	0	0.005736138	0	0	0.001912046	0	0.007648184	0.001912046	0	0.001912046	0.001912046	0	0.003824092	0.051625239	0.001912046	0	0.001912046	0	0	0.001912046	0.001912046	0	0	0	0.003824092	0	0	0	0.567877629	0	0.001912046	0.001912046	0	0.015296367	0	0	0.005736138	0.003824092	0	0.003824092	0.003824092	0	0.003824092	0	0	0	0	0.001912046	0	0	0.001912046	0.001912046	0.001912046	0	0	22794	;11103;	" Maguire, LA; Justus, J "	Why Intrinsic Value Is a Poor Basis for Conservation Decisions	2008	BIOSCIENCE	Editorial Material	10.1641/B581002	Biology	6	2	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	1	2	0					NaN	NaN
256:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529	30	2	0.043478261	0.583850932	0.049689441	0.01242236	0.037267081	0.00621118	0.01242236	0.031055901	0.080745342	0	0.01863354	0.043478261	0.02484472	0.00621118	0.02484472	0.02484472	0	0.02688172	0	0.016129032	0.005376344	0.005376344	0	0.02688172	0.010752688	0.032258065	0.010752688	0.021505376	0	0.005376344	0.032258065	0	0	0.016129032	0	0	0.005376344	0.02688172	0.005376344	0.005376344	0.043010753	0	0	0	0.005376344	0.478494624	0.005376344	0	0	0	0	0.005376344	0.005376344	0.010752688	0.005376344	0	0.005376344	0.010752688	0.043010753	0	0.005376344	0.005376344	0.005376344	0	0	0	0.010752688	0	0	0	0.010752688	0.010752688	0	0.016129032	0	0	0	0	0	0	0.010752688	0.010752688	0	0.005376344	0.005376344	0	0.005376344	0	0	0	0	0.02688172	0	0	0	0	0	0	0	0	0	0	0	8180	;2179;	" Boersma, PD; Kareiva, P; Fagan, WF; Clark, JA; Hoekstra, JM "	How good are endangered species recovery plans?	2001	BIOSCIENCE	Article		Biology	19	3	5	62	0	0	0	0	0	0	8	4	2	5	8	5	5	2	2	8	8	5	0					NaN	NaN
258:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529	22	2	0.08	0.328	0.28	0.04	0.016	0.016	0.016	0.008	0.024	0.016	0.024	0	0.024	0.04	0.072	0.016	0	0	0.023148148	0	0	0.00462963	0	0.087962963	0.009259259	0.00462963	0	0	0	0	0	0	0	0	0.009259259	0	0	0.356481481	0	0.032407407	0.00462963	0	0	0	0.009259259	0	0	0	0	0	0.046296296	0	0	0	0.013888889	0	0.009259259	0	0.00462963	0	0.00462963	0.106481481	0.041666667	0	0.00462963	0	0	0	0.041666667	0	0	0.00462963	0	0	0.018518519	0.013888889	0.023148148	0	0	0.013888889	0.009259259	0.037037037	0.009259259	0.013888889	0.009259259	0	0	0	0.00462963	0	0.013888889	0	0	0	0	0.00462963	0	0	0	0	0	0	0.009259259	22822	;2008;	" Wagner, FH "	Freeing agency research from policy pressures: A need and an approach	2001	BIOSCIENCE	Article	10.1641/0006-3568(2001)051[0445:FARFPP]2.0.CO;2	Biology	35	2	1	6	0	0	0	0	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0					NaN	NaN
259:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529	2	2	0.012461059	0.644859813	0.068535826	0.046728972	0.012461059	0.021806854	0.021806854	0	0.034267913	0.021806854	0.003115265	0.015576324	0.028037383	0.012461059	0.049844237	0.00623053	0.009876543	0.274074074	0.004938272	0	0.004938272	0	0.002469136	0.059259259	0.009876543	0.004938272	0.009876543	0	0.009876543	0	0.096296296	0	0.002469136	0	0	0	0	0.202469136	0.004938272	0.002469136	0.012345679	0	0.002469136	0	0.017283951	0.024691358	0.014814815	0	0.004938272	0	0	0	0	0	0	0.014814815	0.009876543	0.002469136	0	0	0	0.007407407	0	0.004938272	0.002469136	0.012345679	0	0	0	0	0.009876543	0.004938272	0.012345679	0	0	0.004938272	0	0	0.044444444	0	0.007407407	0.004938272	0	0.002469136	0	0.014814815	0.002469136	0.007407407	0.002469136	0	0.004938272	0.004938272	0.004938272	0	0	0.004938272	0.019753086	0	0.004938272	0	0	0	0.007407407	12401	;2121;	" Groves, CR; Jensen, DB; Valutis, LL; Redford, KH; Shaffer, ML; Scott, JM; Baumgartner, JV; Higgins, JV; Beck, MW; Anderson, MG "	Planning for biodiversity conservation: Putting conservation science into practice	2002	BIOSCIENCE	Article	10.1641/0006-3568(2002)052[0499:PFBCPC]2.0.CO;2	Biology	78	11	10	175	0	0	0	0	0	0	0	15	12	12	11	19	13	21	16	22	15	19	0					NaN	NaN
265:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529	8	2	0.095238095	0.357142857	0.071428571	0	0.095238095	0.047619048	0	0	0	0.023809524	0.095238095	0.023809524	0.023809524	0.071428571	0.095238095	0	0.109589041	0	0	0	0.02739726	0	0	0.205479452	0	0	0	0	0	0	0	0	0	0.082191781	0	0	0	0.136986301	0.01369863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068493151	0	0	0.01369863	0	0	0	0	0	0	0	0	0	0.01369863	0	0.178082192	0	0	0	0.054794521	0	0	0	0	0	0	0	0	0	0.01369863	0	0	0	0	0.04109589	0	0	0	0	0	0	0.01369863	0.01369863	0.01369863	0	0	0	0	0	0	24840	;4720;	" Brunt, JW; Michener, WK "	The Resource Discovery Initiative for Field Stations: Enhancing Data Management at North American Biological Field Stations	2009	BIOSCIENCE	Article	10.1025/bio.2009.59.6.6	Biology	19	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0					NaN	NaN
266:NCEASpubsWOSfullRecord_wCitationReportThru20131231_updated20140529	30	2	0	0.52	0.066666667	0.066666667	0.08	0.013333333	0	0.026666667	0.013333333	0.013333333	0.026666667	0.053333333	0	0	0.04	0.08	0.012048193	0.072289157	0	0	0	0	0	0.048192771	0	0	0.012048193	0	0	0	0	0.012048193	0	0	0.012048193	0	0	0.144578313	0.072289157	0.024096386	0	0	0	0	0.036144578	0.337349398	0	0	0	0	0	0	0	0	0	0	0	0	0.012048193	0	0.012048193	0	0.012048193	0	0.012048193	0.012048193	0	0	0	0	0	0	0.024096386	0.024096386	0	0.012048193	0	0	0	0	0	0.012048193	0	0	0	0	0	0	0	0.024096386	0	0	0	0.012048193	0	0.012048193	0	0	0	0	0.012048193	0	0.024096386	24842	;12559;	" Waples, RS; Nammack, M; Cochrane, JF; Hutchings, JA "	A Tale of Two Acts: Endangered Species Listing Practices in Canada and the United States	2013	BIOSCIENCE	Article	10.1525/bio.2013.63.9.8	Biology	58	5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					NaN	NaN
