primaryKey	maxtopic100selected_id	maxtopic20selected_id	lda020selected_topicWeights_ 1	lda020selected_topicWeights_ 2	lda020selected_topicWeights_ 3	lda020selected_topicWeights_ 4	lda020selected_topicWeights_ 5	lda020selected_topicWeights_ 6	lda020selected_topicWeights_ 7	lda020selected_topicWeights_ 8	lda020selected_topicWeights_ 9	lda020selected_topicWeights_10	lda020selected_topicWeights_11	lda020selected_topicWeights_12	lda020selected_topicWeights_13	lda020selected_topicWeights_14	lda020selected_topicWeights_15	lda020selected_topicWeights_16	lda100selected_topicWeights_ 1	lda100selected_topicWeights_ 2	lda100selected_topicWeights_ 3	lda100selected_topicWeights_ 4	lda100selected_topicWeights_ 5	lda100selected_topicWeights_ 6	lda100selected_topicWeights_ 7	lda100selected_topicWeights_ 8	lda100selected_topicWeights_ 9	lda100selected_topicWeights_10	lda100selected_topicWeights_11	lda100selected_topicWeights_12	lda100selected_topicWeights_13	lda100selected_topicWeights_14	lda100selected_topicWeights_15	lda100selected_topicWeights_16	lda100selected_topicWeights_17	lda100selected_topicWeights_18	lda100selected_topicWeights_19	lda100selected_topicWeights_20	lda100selected_topicWeights_21	lda100selected_topicWeights_22	lda100selected_topicWeights_23	lda100selected_topicWeights_24	lda100selected_topicWeights_25	lda100selected_topicWeights_26	lda100selected_topicWeights_27	lda100selected_topicWeights_28	lda100selected_topicWeights_29	lda100selected_topicWeights_30	lda100selected_topicWeights_31	lda100selected_topicWeights_32	lda100selected_topicWeights_33	lda100selected_topicWeights_34	lda100selected_topicWeights_35	lda100selected_topicWeights_36	lda100selected_topicWeights_37	lda100selected_topicWeights_38	lda100selected_topicWeights_39	lda100selected_topicWeights_40	lda100selected_topicWeights_41	lda100selected_topicWeights_42	lda100selected_topicWeights_43	lda100selected_topicWeights_44	lda100selected_topicWeights_45	lda100selected_topicWeights_46	lda100selected_topicWeights_47	lda100selected_topicWeights_48	lda100selected_topicWeights_49	lda100selected_topicWeights_50	lda100selected_topicWeights_51	lda100selected_topicWeights_52	lda100selected_topicWeights_53	lda100selected_topicWeights_54	lda100selected_topicWeights_55	lda100selected_topicWeights_56	lda100selected_topicWeights_57	lda100selected_topicWeights_58	lda100selected_topicWeights_59	lda100selected_topicWeights_60	lda100selected_topicWeights_61	lda100selected_topicWeights_62	lda100selected_topicWeights_63	lda100selected_topicWeights_64	lda100selected_topicWeights_65	lda100selected_topicWeights_66	lda100selected_topicWeights_67	lda100selected_topicWeights_68	lda100selected_topicWeights_69	lda100selected_topicWeights_70	lda100selected_topicWeights_71	lda100selected_topicWeights_72	lda100selected_topicWeights_73	lda100selected_topicWeights_74	lda100selected_topicWeights_75	lda100selected_topicWeights_76	lda100selected_topicWeights_77	lda100selected_topicWeights_78	lda100selected_topicWeights_79	lda100selected_topicWeights_80	lda100selected_topicWeights_81	lda100selected_topicWeights_82	lda100selected_topicWeights_83	lda100selected_topicWeights_84	lda100selected_topicWeights_85	lda100selected_topicWeights_86	lda100selected_topicWeights_87	product_oid	project_oids	AU	TI	PY	SO_clean	DT	DI	WC	NR	NumberAddresses_FromC1	NumberAuthors_FromAU	Total_Citations	CitationsIn1996	CitationsIn1997	CitationsIn1998	CitationsIn1999	CitationsIn2000	CitationsIn2001	CitationsIn2002	CitationsIn2003	CitationsIn2004	CitationsIn2005	CitationsIn2006	CitationsIn2007	CitationsIn2008	CitationsIn2009	CitationsIn2010	CitationsIn2011	CitationsIn2012	CitationsIn2013	CitationsIn2014	Project_ID	Project_Pis	Title_for_TM	summary_for_TM	first_actv_start_date_year	last_actv_end_date_year
393:20140529ProjectCategorizations_ValuesOnly	37	11	0.032258065	0.016129032	0.080645161	0.032258065	0.016129032	0.032258065	0.032258065	0	0.032258065	0	0.516129032	0.032258065	0.032258065	0.096774194	0.016129032	0.032258065	0.010989011	0	0	0	0	0	0	0	0	0	0	0.010989011	0	0.021978022	0	0	0	0	0.021978022	0.010989011	0	0	0	0.021978022	0	0.010989011	0.021978022	0	0	0	0	0.010989011	0	0	0.010989011	0	0.318681319	0	0.010989011	0.010989011	0	0	0.010989011	0	0	0.010989011	0.010989011	0.010989011	0	0.010989011	0	0	0	0	0	0	0	0.021978022	0.164835165	0	0.010989011	0	0.021978022	0.010989011	0.032967033	0	0	0	0.010989011	0.021978022	0	0	0	0	0.010989011	0.021978022	0.032967033	0.032967033	0	0	0.010989011	0	0.021978022	0.010989011	0	0	0.010989011					NaN					NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		10022	" ;Gruner, Daniel; Shurin, Jonathan; Hillebrand, Helmut; "	Comparing trophic structure across ecosystems	 Trophic structure the partitioning of biomass among organisms at different positions in a food web varies both within and among ecosystems. However the causes of this variation are poorly understood. Eltons   pyramid of numbers   where primary producers dominate and consumer densities decrease as trophic levels become more remote from the base of production applies well to most terrestrial systems. However many aquatic ecosystems apparently violate Eltons rule with inverted biomass pyramids or ratios of heterotroph to autotroph biomass (H:A) greater than one. In this proposal we describe synthetic work aimed at understanding differences in trophic structure and the relative strength of bottom up and top down inputs between diverse freshwater marine and terrestrial ecosystems. We will test candidate hypotheses for this variation based on factors known to distinguish food webs in the two habitats such as nutrient limitation and turnover rates productivity (quantity) and nutrient stoichiometry (quality). Meta analysis of local scale herbivore manipulation experiments will be integrated with theoretical development of food web models and with larger scale temporal and spatial patterns from resource gradients. This work will move us closer to a comprehensive trophic dynamic theory unified across taxa and ecosystem types. It will also increase our mechanistic understanding of how human impacts such as eutrophication or predator extirpation propagate or attenuate in ecosystems through trophic interactions. 	2005	2006
401:20140529ProjectCategorizations_ValuesOnly	28	11	0.053333333	0.133333333	0.026666667	0.186666667	0.053333333	0	0.04	0.013333333	0.093333333	0.013333333	0.293333333	0.013333333	0.026666667	0.013333333	0.013333333	0.026666667	0.020618557	0.030927835	0	0	0.06185567	0	0	0	0.175257732	0	0	0	0	0.010309278	0.030927835	0.010309278	0	0.051546392	0	0.06185567	0.010309278	0.010309278	0	0.020618557	0	0.010309278	0	0.206185567	0.06185567	0	0	0	0	0	0	0.010309278	0	0	0	0	0	0	0	0.020618557	0	0.030927835	0.030927835	0	0	0	0	0	0	0	0	0	0.010309278	0	0	0	0	0.030927835	0	0.010309278	0	0	0	0	0	0	0	0.010309278	0	0	0.010309278	0.020618557	0	0	0	0	0.010309278	0.020618557	0.010309278	0	0	0	0					NaN					NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		10281	" ;Estes, James; Williams, Terrie; Doak, Daniel; Wootton, J. Timothy; "	Conservation planning for ecosystem functioning: Testing predictions of ecological effectiveness for marine predators 	 At a major symposium on marine ecosystem based management at the 2005 AAAS meetings one of the three principal themes deemed critical for future progress was interaction web dynamics the way in which species interact with one another and their physical environment. In particular the scientific basis for marine ecosystem based management must better incorporate understanding of the influences of multiple predator species on interaction web dynamics. These interactions are increasingly recognized as critical to the maintenance and restoration of marine communities and hence to the planning of marine reserves and other conservation strategies. Our working group will directly tackle this important issue asking what approaches are most successful in estimating the interaction strength also termed ecological effectiveness of predator species on nearshore communities and how to use limited information on these effects to best conduct conservation planning in these ecosystems. We will focus our initial efforts on three extremely well studied predator guilds of West Coast near shore communities: sea otters in kelp forests; predatory whelks in mid intertidal benthic communities and wading shore birds in high to mid intertidal communities. For each of these very different systems extensive data exist on the effects of predator abundance physiology and individual behavior. We will assemble these diverse data sets and use them to develop detailed interaction models as well as more broad brush models that may be applicable to less well studied communities. Our overall goal is to use these models to ask what aspects of predator physiology and behavior and what aspects of prey community structure most determine the ecological effectiveness of predators and thus must be understood in order to plan viable marine conservation strategies. 	2006	2009
403:20140529ProjectCategorizations_ValuesOnly	59	11	0.013513514	0.081081081	0.054054054	0.013513514	0.067567568	0.013513514	0.121621622	0.027027027	0.162162162	0	0.324324324	0.067567568	0	0	0.013513514	0.040540541	0.011627907	0.011627907	0.011627907	0.011627907	0.011627907	0	0	0	0	0.011627907	0	0	0	0.023255814	0.069767442	0	0	0	0	0	0	0	0	0.069767442	0.058139535	0	0	0	0	0	0	0.034883721	0	0.011627907	0	0	0	0.023255814	0	0.11627907	0	0	0	0.011627907	0	0	0.023255814	0.011627907	0	0.011627907	0	0.011627907	0	0	0	0.011627907	0	0	0.162790698	0.023255814	0	0	0	0.034883721	0	0	0.011627907	0	0	0	0.046511628	0.023255814	0	0	0	0	0	0.023255814	0	0.104651163	0	0.011627907	0	0	0	0	0					NaN					NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		10421	" ;Davidson, Diane; Fagan, William; "	Ecological stoichiometry and the spatial distributions and temporal dynamics of arthropods	 Stoichiometry the study of the balance of multiple elements in living systems is increasingly recognized as an integrative axis within ecology and across biological disciplines. We seek to characterize a series of little explored links between stoichiometry and the spatial distributions and temporal dynamics of arthropods. These issues lie at the interface of macroecology and macrophysiology. We focus on four arthropod groups where different stoichiometric mechanisms likely help determine species level spatial distributions and or temporal dynamics. These include three taxonomically defined groups (the Orthoptera grasshoppers and crickets the Lepidoptera butterflies and moths and the Hymenoptera ants and bees ) plus one ecologically defined group (troglobites obligate cave dwellers ). Mechanisms link an arthropods stoichiometry with its capacities for growth reproduction and dispersal. We use these linkages as springboards for testing three hypotheses. First focusing on orthopterans and lepidopterans we will characterize how a species stoichiometry is linked to its tendency to exhibit   outbreak   dynamics and what elements are most important. Second focusing on hymenopterans and troglobites we will test how an arthropods stoichiometric content relates to the breadth of habitats it exploits. Lastly focusing on orthopterans hymenopterans lepidopterans and other arthropods we will test whether these same stoichiometric mechanisms imply that the elemental content of some species will predispose them to respond to global change via shifts in their geographic ranges. We will address these three issues by characterizing the   intersections   of several ecological databases. Our work will be primarily from an empirical ecoinformatic perspective; however we will complement these efforts with theoretical modeling of insect outbreak dynamics in stoichiometrically explicit population models. 	2006	2007
445:20140529ProjectCategorizations_ValuesOnly	37	11	0.042553191	0	0	0.106382979	0.021276596	0	0	0.127659574	0.085106383	0	0.468085106	0.021276596	0.042553191	0.063829787	0.021276596	0	0	0	0	0.02	0	0	0	0	0.02	0	0.02	0.02	0.02	0.02	0	0	0.02	0.02	0	0.02	0	0	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0.02	0.02	0.38	0	0	0	0	0	0	0.02	0	0	0.02	0	0.02	0	0.02	0	0	0	0	0.02	0	0	0.06	0	0.02	0.02	0.04	0.02	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0					NaN					NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		11961	" ;Schulz, Kimberly; "	Food quality effects on ecological efficiency at multiple scales in aquatic systems	 I am interested in how the biochemical composition of food (food quality) affects the performance and fitness of consumers and how these nutritional effects on individuals translate to higher ecological levels such as population dynamics community composition and trophic transfer efficiency. Often work on different aspects of food quality  nutrient content stoichiometry essential fatty acid composition protein content) has been done in disparate disciplines  limnology and aquaculture). I propose a sabbatical leave at NCEAS to (1) compile and synthesize data on the effects of several food quality parameters on different consumers in aquatic systems and then to (2) compare predictions from these individual level analyses to patterns of the consumers abundance and distribution to determine how important nutritional constraints may be in nature. 	2007	2008
457:20140529ProjectCategorizations_ValuesOnly	21	11	0	0	0	0.056603774	0.226415094	0.018867925	0	0.037735849	0.018867925	0.075471698	0.245283019	0	0.20754717	0.075471698	0	0.037735849	0	0.017241379	0	0	0	0	0	0	0.017241379	0	0	0	0	0.051724138	0	0	0.068965517	0	0.017241379	0.051724138	0.24137931	0	0	0	0	0	0	0	0.034482759	0	0.017241379	0.017241379	0.24137931	0	0	0	0.017241379	0.017241379	0	0	0.017241379	0	0.017241379	0	0	0	0	0	0	0	0	0.017241379	0.034482759	0.034482759	0.017241379	0	0	0.017241379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017241379	0.017241379	0	0	0	0	0	0	0	0	0					NaN					NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		12055	" ;Cadotte, Marc; "	Using phylogenetic information to predict the relative importance of equalizing versus stabilizing mechanisms on species coexistence	 Understanding species coexistence is crucial to understanding the processes that structure communities. Niche mechanisms that promote coexistence result from trait differences that reduce niche overlap and thus reduce competitive interactions allowing stable coexistence. The relative importance of niche differentiation versus neutral mechanisms for driving community patterns is hotly debated in ecology. It is likely that in natural communities coexistence mechanisms include both processes which are determined by how similar or different two species are to one another. The degree of differentiation or perhaps evolutionary distance may be a surrogate to understand which species can coexist and under what mechanism. In this research project I will be analyzing published competition experiments to see if phylogenetic relatedness can predict which species are able to coexist and the mechanism of coexistence. 	2007	2009
524:20140529ProjectCategorizations_ValuesOnly	13	11	0.028571429	0.152380952	0.00952381	0.038095238	0.095238095	0.066666667	0.038095238	0.038095238	0.019047619	0.047619048	0.19047619	0.019047619	0.066666667	0.095238095	0.085714286	0.00952381	0	0	0.016260163	0	0.008130081	0.008130081	0.040650407	0	0	0	0	0.008130081	0.113821138	0.056910569	0	0	0.008130081	0	0	0.008130081	0.081300813	0	0	0.008130081	0.008130081	0.024390244	0	0.016260163	0	0.024390244	0.024390244	0	0	0.024390244	0.008130081	0	0.040650407	0	0	0	0.016260163	0	0.008130081	0.008130081	0.008130081	0	0.032520325	0	0.016260163	0.097560976	0	0.008130081	0.024390244	0	0.032520325	0	0	0	0	0	0.016260163	0	0	0	0	0.008130081	0	0.016260163	0.032520325	0	0.024390244	0	0.032520325	0	0	0	0	0.008130081	0.008130081	0.024390244	0	0	0	0.024390244	0.024390244	0	0					NaN					NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		12285	" ;Tilman, David; "	The causes of biodiversity and the threats to its persistence	 My NCEAS research focuses on two markedly different aspects of biodiversity. The first are the underlying causes of earths amazing biodiversity. The tree of life which now contains on the order of 10 million species was founded about 3 billion years ago by a single ancestral species. The patterning of lifes subsequent diversification has the potential to provide profound insights into the forces that shaped the life histories morphologies physiologies behaviors and ecologies of both extant and extinct species. I will focus on the implications of one aspect of this patterning the near universal occurrence of competitive coexistence among competing species for at least the past 60 million years. When viewed in the light of current competition theory this observation suggests that all of life has been bound to a universal competitive tradeoff surface. I will dedicate much of time at NCEAS reviewing and synthesizing the relevant paleontological and current ecological literature and related competition theory. The second biodiversity issue focuses on the threats to biodiversity posed by land conversion and climate change. The 50 PeRcEnT increase in global human population and the 140 PeRcEnT increase in per capita global consumption projected for the coming 50 years have the potential to double global food and energy use. If cereal crop yields are unable to double in this period as seems likely the unmet demand for food is likely to be met by converting native forest and grassland to agriculture. Similarly demand for biomass for production of biofuels could also greatly increase the rate of deforestation and if done poorly might not provide any greenhouse gas emission benefit but rather lead to accelerated emissions. My goal at NCEAS is to compile and analyze the global data sets needed to better forecast the potential magnitudes of such food and biofuel effects on habitat destruction greenhouse gas release and loss of biodiversity and to propose solutions to this problem. 	2008	2008
579:20140529ProjectCategorizations_ValuesOnly	18	11	0.16	0.16	0.08	0.04	0.04	0	0.04	0	0	0	0.2	0.16	0.08	0	0.04	0	0.035714286	0	0	0	0	0	0	0.035714286	0	0	0	0	0	0.017857143	0	0	0	0.142857143	0	0.017857143	0	0.017857143	0.017857143	0	0	0.017857143	0	0	0.035714286	0	0	0	0	0	0.017857143	0	0	0	0	0	0.071428571	0.017857143	0	0	0	0.035714286	0.017857143	0	0	0	0	0.017857143	0.053571429	0	0	0	0.035714286	0.017857143	0.035714286	0.017857143	0.017857143	0	0	0	0	0	0.017857143	0.035714286	0.071428571	0.071428571	0	0	0	0.017857143	0	0.017857143	0.017857143	0	0	0	0	0	0	0	0	0.017857143	0.035714286					NaN					NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		12460	" ;Grant, Bruce; Mourad, Teresa; Gram, Wendy; "	 Engaging undergraduate students in ecological investigations using large public datasets 	 The Ecological Society of America (ESA) in close partnership with NEON Inc. will facilitate a distributed seminar to focus on examining effective student activities and assessment strategies for using large public datasets in the classroom. The rapidly increasing availability and quantity of publicly accessible large scale datasets present an outstanding opportunity for minority serving and small undergraduate institutions to introduce their students to a new digital age of ecology and environmental science. The teaching activities to be developed implemented and assessed through this seminar aim to enable undergraduate students to both better understand ecological concepts and equip them with fundamentally critical quantitative ecoinformatics skills as the demand for a data savvy workforce grows steadily in the 21st century. The seminar itself will be evaluated for its potential as a model for future faculty development. The teaching activities will be made available in a variety of sources and the pedagogical implications of these educational activities will be synthesized for publication in Frontiers ESAs well respected multi disciplinary journal. 	2009	2011
59:20140529ProjectCategorizations_ValuesOnly	78	11	0.015748031	0.031496063	0.023622047	0.015748031	0.078740157	0.125984252	0.141732283	0.015748031	0.007874016	0.05511811	0.188976378	0.007874016	0.023622047	0.007874016	0.181102362	0.078740157	0	0.006451613	0	0	0.012903226	0	0	0.006451613	0	0.006451613	0	0	0	0.019354839	0	0	0	0	0	0	0.006451613	0	0.006451613	0.006451613	0	0.006451613	0	0.006451613	0.012903226	0	0.04516129	0.025806452	0	0	0	0.174193548	0	0	0	0.006451613	0.006451613	0.032258065	0	0.006451613	0	0	0	0.077419355	0	0	0	0	0	0	0	0.012903226	0.012903226	0.038709677	0.025806452	0.006451613	0.006451613	0.006451613	0	0	0.012903226	0	0.019354839	0.006451613	0.006451613	0.006451613	0	0.019354839	0	0	0.051612903	0	0.019354839	0.264516129	0	0	0	0	0	0	0	0.006451613	0.006451613					NaN					NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		2094	" ;Seabloom, Eric; "	Restoration of invaded California grasslands	 The evolution of behavior and plant community dynamics are two seemingly disparate elements in ecology. However the movement of animals through a landscape can have strong impacts on the competitive coexistence of various plant life history strategies and the distribution of resources can alter animal movement patterns. Accordingly animal behavior and plant community dynamics can be inextricably linked by the influence of animal movement on the composition of plant communities and in the case of herbivores the effects of plant community composition on animal movement. For disturbance generating herbivores the link between the animal movement patterns and plant community composition is particularly strong because the animals foraging success is dependent on the composition of the plant community and the animals movement generates disturbances that can profoundly alter the competitive balance among plant species. Disturbance generating herbivores are of additional interest because of their strong effects on the physical environment. For example the tunneling behavior of pocket gophers can increase the heterogeneity of soil nitrogen phosphorous and carbon at the soil surface but soil mixing will decrease vertical variability. In addition the burrowing activity of gophers will lower soil bulk density and increase water infiltration temperature and litter decomposition rates. Pocket gopher activity is also a major force determining the rates of soil movement on hillslopes. In my research I am using a variety of modeling techniques to examine the interactions between the behavior of disturbance generating animals the structure of the associated plant community and the ecosystem processes that result from this interaction. These models range from spatially explicit movement models to analytical models of animal energetics and soil erosion. This modeling work is closely coordinated with a series of field experiments designed to test the predictions in the California grassland system. This system is of particular interest because of the high density of pocket gophers and their large apparent impacts on plant community composition and soil nutrient and water flux. In addition the outcome of these studies is of profound conservation interest because of widespread invasion of California native grasslands by exotic annual species. 	1997	2004
609:20140529ProjectCategorizations_ValuesOnly	37	11	0.012345679	0	0.135802469	0	0.12345679	0.012345679	0.086419753	0.024691358	0.024691358	0.012345679	0.419753086	0.024691358	0.024691358	0.024691358	0.037037037	0.037037037	0	0	0	0	0.009345794	0	0	0.009345794	0.028037383	0.056074766	0.037383178	0	0.037383178	0.009345794	0.028037383	0	0	0	0.018691589	0.009345794	0.009345794	0	0	0	0	0	0	0	0.009345794	0	0	0.009345794	0	0.009345794	0	0	0.261682243	0.158878505	0.009345794	0.009345794	0.037383178	0	0	0	0	0.028037383	0	0.009345794	0	0	0	0	0.037383178	0	0.009345794	0	0.009345794	0	0.037383178	0.018691589	0.009345794	0	0	0.018691589	0	0	0.018691589	0	0	0	0.009345794	0	0	0	0.009345794	0	0.009345794	0	0	0	0	0.009345794	0	0	0	0	0.009345794					NaN					NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		12541	" ;Byrnes, Jarrett; "	Linking network theory and biodiversity ecosystem function research: Topology modifies the consequences of species loss for the flow of energy and nutrients within food webs	 Over the past decade the field of biodiversity ecosystem function research has sought to understand the consequences of declines in species diversity due to human activities. The field has yielded many robust conclusions regarding the consequences of plant species loss for primary production and nutrient cycling. It has not however arrived at many generalities regarding the consequences of species loss at higher trophic levels for the flow of energy and nutrients through food webs even in the most simplified of experimental systems. Nor do we have a strong idea of the consequences of extinction in food webs of real world complexity. This lack of understanding is due to extinction altering not just the number of species in a food web but also degrading the network structure of feeding connections between species. I propose uniting biodiversity ecosystem function research with food web network theory to better understand the consequences of species loss for the efficiency of trophic transfer within food webs. I propose developing a unified theoretical framework that examines the consequences of species loss in the context of food web network structure. I will then examine how real world complexity alters the dynamics of trophic transfer by applying this framework to multiple long term community data sets. Lastly I will perform a meta analysis of published food web manipulations to examine how the topology of even simplified experiments can influence the dynamics of resource use. The results of this research will therefore fill a critical gap for managers in predicting the consequences of consumer species extinction in nature. 	2010	2012
97:20140529ProjectCategorizations_ValuesOnly	59	11	0.050847458	0.016949153	0	0	0.06779661	0.016949153	0.118644068	0.033898305	0.101694915	0.101694915	0.406779661	0.016949153	0.016949153	0.016949153	0.016949153	0.016949153	0	0	0	0	0	0	0	0	0	0	0.012987013	0	0	0	0.025974026	0	0.012987013	0	0.012987013	0.025974026	0.012987013	0	0	0.064935065	0.012987013	0	0	0	0	0	0.012987013	0	0.064935065	0	0	0.103896104	0.12987013	0	0.012987013	0.038961039	0.025974026	0.038961039	0	0	0	0	0	0	0.025974026	0.012987013	0	0	0	0	0	0	0.012987013	0	0.272727273	0	0	0	0.012987013	0.025974026	0	0	0	0	0	0	0	0.012987013	0	0	0	0	0	0	0	0.012987013	0	0	0	0	0	0	0					NaN					NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		2154	" ;Elser, James; Fagan, William; "	Ecological stoichiometry of plant herbivore interactions	 We propose a working group to investigate how the ecological stoichiometry of plant herbivore interactions influences community dynamics in terrestrial and aquatic habitats. The relative availability of the elements carbon C nitrogen N and phosphorous P in autotrophic resource species in comparison with the relative demand for those elements in the body tissues of consumer species is believed to underlie major aspects of community organization in pelagic systems. Similar stoichiometric perspectives are rarely applied in studies of terrestrial plant herbivore systems even though suitable data exist on which to base preliminary syntheses. We seek to investigate how the stoichiometry of primary producers and herbivores compares between aquatic and terrestrial systems and how differences between habitats scale as functions of consumer body size phylogeny and specific growth rate. These analyses will provide insight into the ways in which organisms? elemental stoichiometry influences plant herbivore dynamics and food web structure and function. Spatial modeling of stoichiometric plant herbivore dynamics should yield novel insights into issues of species coexistence and spatial patterning. Over all this research will offer a new synthetic perspective on the ways food web structure and dynamics link population and ecosystem level processes. 	1999	2001
238:20140529ProjectCategorizations_ValuesOnly	6	12	0.119047619	0.166666667	0.071428571	0	0.095238095	0.023809524	0.023809524	0.047619048	0	0	0.023809524	0.380952381	0	0.023809524	0.023809524	0	0.03030303	0	0	0	0.015151515	0.181818182	0	0.03030303	0.03030303	0	0	0	0	0	0.015151515	0	0.015151515	0.106060606	0	0.015151515	0	0	0.015151515	0	0	0	0	0	0.015151515	0	0	0.015151515	0	0	0	0	0	0	0.03030303	0	0	0.075757576	0	0	0	0.075757576	0.015151515	0	0	0.015151515	0	0	0	0	0.015151515	0.060606061	0	0	0	0.045454545	0.015151515	0	0	0	0	0.015151515	0	0	0.015151515	0	0	0	0	0	0	0.045454545	0	0	0	0	0	0	0	0.045454545	0.015151515	0	0.03030303					NaN					NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		3980	" ;Miller, Arnold; Marshall, Charles; Alroy, John; "	Paleobiology Database	 Our picture of global diversification and extinction on long time scales is mostly based on generalized data for Phanerozoic marine macroinvertebrates. While every effort was made to guarantee the comprehensiveness of this data set the community has been aware that sampling artifacts may contribute to the observed trends. Until now we have been unable to remove these effects. Several robust methods for doing this are now available but these methods use locality specific data that are not a part of the existing more generalized compilations. In order to confirm the reality of the major observed patterns a collaborative data compilation project needs to be initiated. We wish to form a working group to do this. As a first step we propose a workshop this August involving workers who have specialized in analyzing paleontological diversity data. This workshop will determine the scope goals structure and time table of a database project. Immediately after the workshop a post doc who will serve as project coordinator will begin a two year residency at NCEAS. Over the following two years experts specializing on particular parts of the fossil record will meet at NCEAS to guide the data collection process. A final meeting will focus on preparing collaborative publications showing how these data influence our picture of marine diversification and extinction. 	2001	2009
382:20140529ProjectCategorizations_ValuesOnly	16	12	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					NaN					NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		9580	" ;Real, Leslie; "	North American Rabies Database		2005	2005
41:20140529ProjectCategorizations_ValuesOnly	15	12	0.181818182	0.151515152	0.03030303	0	0.090909091	0.03030303	0.151515152	0	0.090909091	0	0	0.212121212	0.03030303	0.03030303	0	0	0.02173913	0.02173913	0	0	0	0	0	0	0	0.043478261	0.043478261	0	0	0	0.195652174	0	0	0	0	0.02173913	0	0	0	0	0	0	0	0	0	0	0	0.02173913	0	0.02173913	0	0	0	0.02173913	0	0.02173913	0.043478261	0.02173913	0	0.02173913	0.02173913	0	0	0	0	0.02173913	0.02173913	0.02173913	0	0	0	0	0	0	0.065217391	0	0.02173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173913043	0	0	0	0.043478261	0	0.086956522	0	0	0	0	0					NaN					NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		2066	" ;Russell, Gareth; McKinney, Michael; "	Sampling curves in ecology: Theory and application	 The working group is founded on the proposition that various empirical sampling curves such as species area species time can be derived from a simple sampling curve by incorporating the patchy nature of communities in space and time. Its participants have made recent advances in theory which link together two or more types of sampling curve. The group has four phases. In the first and second phases we will put the state of the art into the context of a framework that identifies two types of distortion of a basic sampling curve: the island model and the landscape model. In the third phase we will use this framework to combine the approaches of the island and landscape models into unified theory. In the fourth phase we will explore the practical implications of a unified theory for conservation. The end result will be an edited volume Sampling Curves in Ecology: Theory and Application. 	1998	1999
